ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13
MED-1145,,0.07145537,,,,0.4132898,0.32377893,,0.18614213,,,,,
MED-1146,,0.99192095,,,,,,,,,,,,
MED-1147,,,,,,,0.19821188,,0.7957916,,,,,
MED-1148,,0.71085197,,,,0.28388748,,,,,,,,
MED-1149,,0.36149275,,,,0.21075124,0.42277902,,,,,,,
MED-1150,,,,,,0.79078734,0.20119776,,,,,,,
MED-1151,,0.88843095,,,,0.10214837,,,,,,,,
MED-1152,,0.9861362,,,,,,,,,,,,
MED-1153,,0.67570436,,,,,0.05828393,,0.1710748,,,0.08943806,,
MED-1154,,,,,,0.9603126,,,0.034787744,,,,,
MED-1155,,0.071914725,,,,0.4131899,0.3234659,,0.18609574,,,,,
MED-1156,,0.9267373,,,,,,,0.06666589,,,,,
MED-1157,,,,,,,0.03965969,,0.9536386,,,,,
MED-1158,,,,0.15795872,0.057915173,,,0.7727333,,,,,,
MED-1159,,0.56947565,,,,,0.09505387,,0.33110204,,,,,
MED-1160,,,,,,,0.29215294,0.7004546,,,,,,
MED-1161,,,,,0.045147635,0.28652114,0.067501545,0.23699442,0.36026096,,,,,
MED-1162,,,,,,,0.5344323,,0.4541365,,,,,
MED-1163,,0.0715371,,,,0.4132723,0.32372352,,0.18613337,,,,,
MED-1164,,0.19395103,,,,,0.2640137,,0.53608006,,,,,
MED-1165,,,,,,,,,0.99070936,,,,,
MED-1166,,0.42609006,,,,,0.33278546,,0.07587119,,,0.16058153,,
MED-1167,,0.15728639,,,0.5892881,0.24713486,,,,,,,,
MED-1168,,0.19166087,,,,,0.35326108,,0.4513704,,,,,
MED-1169,,,,,,,0.6339171,,0.3593835,,,,,
MED-1170,,0.99396795,,,,,,,,,,,,
MED-1171,,0.38183486,,,,,0.16623442,,0.4468587,,,,,
MED-1172,,0.093072675,,,,,0.40231016,,0.49870676,,,,,
MED-1173,,0.16802567,,,,0.8174333,,,,,,,,
MED-1174,,,,,,,0.5441133,,0.44730946,,,,,
MED-1175,,0.9932689,,,,,,,,,,,,
MED-1176,,0.8174292,,,,,,,,,,,0.176735,
MED-1177,,0.99341047,,,,,,,,,,,,
MED-1178,,0.1916795,,,,,0.35324246,,0.4513704,,,,,
MED-1179,,,,,,0.9604401,,,0.03466029,,,,,
MED-1180,,0.06257988,,,0.8586567,,0.0718086,,,,,,,
MED-1181,,0.07166707,,,,0.41324356,0.3236349,,0.1861208,,,,,
MED-1182,,,,,,0.5975503,0.14414245,,0.24995859,,,,,
MED-1183,,0.090027116,,,0.54399514,0.35849214,,,,,,,,
MED-1184,,,,,0.8632314,,0.12783043,,,,,,,
MED-1185,,,,,,0.91275746,0.08115909,,,,,,,
MED-1186,,,,,0.11745321,,0.8691451,,,,,,,
MED-1187,,0.96345377,,,,,0.02989843,,,,,,,
MED-1188,,0.5214135,,,,,,,,,,,,0.46758988
MED-1189,,0.9600004,,,,,0.033741582,,,,,,,
MED-1190,,0.22733149,,,,,0.7605853,,,,,,,
MED-1191,,0.9565685,,,,0.040682044,,,,,,,,
MED-1192,,,,,,,0.9971848,,,,,,,
MED-1193,,0.43715647,,,,,0.55909926,,,,,,,
MED-1194,,0.20651552,,,,0.4761818,0.30771476,,,,,,,
MED-1195,,0.36808246,,,,,0.62583464,,,,,,,
MED-1196,,0.7509635,,,,,0.24019618,,,,,,,
MED-1197,,0.111586764,,,,,0.88144314,,,,,,,
MED-1198,,,,,0.040395655,,0.95027304,,,,,,,
MED-1199,,0.15042302,,,,,0.84374416,,,,,,,
MED-1200,,,,,0.8384445,0.013246058,,,,,,,0.13860294,
MED-1201,,0.5134993,0.0688254,,,,0.40884453,,,,,,,
MED-1202,,0.6868176,0.06457305,,,,0.23957396,,,,,,,
MED-1203,,,,,,,0.99250793,,,,,,,
MED-1204,,,,,0.04937766,0.8633333,0.0811461,,,,,,,
MED-1205,0.20228742,,,,0.099663824,0.22166288,0.47097042,,,,,,,
MED-1206,,,,,,,0.9927404,,,,,,,
MED-1207,,,,,0.29467118,0.56343466,0.13724224,,,,,,,
MED-1208,,0.2201682,,,,0.2854834,0.3861471,,,,0.10097674,,,
MED-1209,,0.33511144,,,,,0.65797526,,,,,,,
MED-1210,,0.6453569,,,,,0.34868664,,,,,,,
MED-1211,,0.6748705,,,,,0.3159081,,,,,,,
MED-1212,,0.398433,,,,,0.59556895,,,,,,,
MED-1213,,0.54065645,,,,,0.45347056,,,,,,,
MED-1214,,0.7967358,,,,,0.022042474,,,,,,0.17850144,
MED-1215,,0.9381499,,,,,,,,,,,,0.056279823
MED-1216,,,,,,0.40175903,,,0.5918888,,,,,
MED-1217,,,,,,0.24019496,,,0.7450225,,,,,
MED-1218,,,,,,,,,0.99296284,,,,,
MED-1219,,0.25827664,,,,,0.15265977,,0.5842986,,,,,
MED-1220,,,,,,0.23414192,,,0.75833565,,,,,
MED-1221,,,,,,0.53820485,,,0.45458877,,,,,
MED-1222,,,,,,,,,0.9913151,,,,,
MED-1223,,0.7232961,,,0.26949865,,,,,,,,,
MED-1224,,,,,,,0.99388707,,,,,,,
MED-1225,,0.08589533,,,0.9098809,,,,,,,,,
MED-1226,,0.9934593,,,,,,,,,,,,
MED-1227,,0.59961003,,,,,0.3929298,,,,,,,
MED-1228,,0.15855488,,,0.8351394,,,,,,,,,
MED-1229,,0.088034764,,,0.9033891,,,,,,,,,
MED-1230,,0.74261266,,,,0.24881013,,,,,,,,
MED-1231,,0.3083158,,,,,0.68523383,,,,,,,
MED-1232,,0.53807175,,,,,0.45391014,,,,,,,
MED-1233,,0.9923238,,,,,,,,,,,,
MED-1234,,0.21975377,,,,,0.77215797,,,,,,,
MED-1235,,0.20449373,,,0.6616756,,0.12668395,,,,,,,
MED-1236,,,,,0.57275385,0.04036657,0.38219857,,,,,,,
MED-1237,,0.07292272,,,0.5594908,,0.36162722,,,,,,,
MED-1238,,,,,0.064117715,,0.92849046,,,,,,,
MED-1239,,,,,0.99376583,,,,,,,,,
MED-1240,,,,,,,,,,,,,0.9849537,
MED-1241,,,,,,,0.48243067,,,,,,0.50804204,
MED-1242,,0.3818412,,,,,0.30268386,,,,,,0.31095615,
MED-1243,,,,,,,0.43499637,,,,,,0.55706286,
MED-1244,,,,,,,0.55167156,,,,,,0.4411206,
MED-1245,,0.047611237,,,,,,,,,,,0.94241714,
MED-1246,,,,,,,0.29704547,,,,,,0.6942906,
MED-1247,,,,,,,0.7015008,,,,,,0.29063022,
MED-1248,,,,,,,0.25183117,,,,,,0.64793843,0.085930906
MED-1249,,,,,,,0.98727727,,,,,,,
MED-1250,,,,,,,0.99212974,,,,,,,
MED-1251,,,,,,,0.99192363,,,,,,,
MED-1252,,,,,,,0.99170625,,,,,,,
MED-1253,,,,,,,0.9926251,,,,,,,
MED-1254,,,,,,,0.99225867,,,,,,,
MED-1255,,,,,,0.0962059,0.46095386,,0.4363933,,,,,
MED-1256,,0.15042408,,,,,0.84308094,,,,,,,
MED-1257,,0.25569075,,,,,0.733594,,,,,,,
MED-1258,,,,,,,0.9921953,,,,,,,
MED-1259,,,,,0.1203131,,0.66389585,,,,0.20883621,,,
MED-1260,,,,,,,0.9930657,,,,,,,
MED-1261,,,,,,,0.99331635,,,,,,,
MED-1262,,,,,,,0.99492395,,,,,,,
MED-1263,,,,,0.46474212,,0.5296111,,,,,,,
MED-1264,,,,,0.26122415,,0.7315682,,,,,,,
MED-1265,,,,,0.56103784,,,,0.22005852,,0.20717111,,,
MED-1266,,,,,0.5246439,0.10372759,,,,,0.36298916,,,
MED-1267,,,,,,0.060708266,,,0.32591072,,0.60616773,,,
MED-1268,,0.44143203,,,,,,,0.184181,,0.36502787,,,
MED-1269,,0.042878807,,,0.5632992,0.122242,,,,,0.26508242,,,
MED-1270,,,,,0.09754115,0.19308008,,,,,0.70519733,,,
MED-1271,,0.4705814,,,,,,,0.019166863,,0.50391066,,,
MED-1272,,0.45170128,,,,,,,,,0.5387702,,,
MED-1273,,0.9867261,,,,,,,,,,,,
MED-1274,,0.18249848,,,,,,,0.36639133,,0.44207272,,,
MED-1275,,0.24665312,,,,,,,0.21912755,,0.5208984,,,
MED-1276,,0.90211457,,,,,,,,,0.09001687,,,
MED-1277,,0.3082588,,,,0.4774987,,,,,0.20689575,,,
MED-1278,,0.042559877,,,0.5629921,0.12293335,,,,,0.26501712,,,
MED-1279,,0.48683736,,,,0.25934303,,,,,0.24386843,,,
MED-1280,,,,,,,,,0.36302775,,0.6210881,,,
MED-1281,,,,,0.98978627,,,,,,,,,
MED-1282,,,,,0.09854302,0.19236352,,,,,0.704912,,,
MED-1283,,0.46063575,,,,0.42727605,,,,,0.10569531,,,
MED-1284,,,,,,,0.12662882,,0.12990157,,0.7363876,,,
MED-1285,,0.3002803,,,,,,,,,0.67113584,,,
MED-1286,,0.15873316,,,,,0.047996163,,0.105053976,,0.68377817,,,
MED-1287,,0.24672435,,,,,,,0.21904354,,0.52091116,,,
MED-1288,,0.14723052,,,,,,,,,0.8337131,,,
MED-1289,,,,,0.22454979,,,,,,0.769495,,,
MED-1290,,,,,,0.741276,,,,,0.21585533,,,
MED-1291,0.01669595,,,,0.48693484,0.4883482,,,,,,,,
MED-1292,,,,,0.5226978,0.47015592,,,,,,,,
MED-1293,,,,,0.7190482,0.27464023,,,,,,,,
MED-1294,,,,,0.8771817,,0.110907726,,,,,,,
MED-1295,,0.044763286,,,0.79720217,0.14795564,,,,,,,,
MED-1296,,,,,0.979348,,,,,,,,,
MED-1297,,,,,,,0.99000716,,,,,,,
MED-1298,,,,,0.34119186,,0.6530527,,,,,,,
MED-1299,,,,,,,0.99170274,,,,,,,
MED-1300,,,,,,,0.9137081,,0.07895996,,,,,
MED-1301,,0.22231324,,,,,0.77119005,,,,,,,
MED-1302,,0.19808084,,,,0.23392588,0.5596307,,,,,,,
MED-1303,,,,,0.60239,0.38739398,,,,,,,,
MED-1304,,0.18906069,,,0.09182754,0.37358487,0.3387191,,,,,,,
MED-1305,,,,,,0.056235842,0.93721884,,,,,,,
MED-1306,,,,,0.85716283,,,,,,,,0.13319811,
MED-1307,,0.122730285,,,,0.24825437,,,0.62380695,,,,,
MED-1308,,,,,0.07496134,0.33191606,0.58438873,,,,,,,
MED-1309,,,,,0.09088272,,0.8993723,,,,,,,
MED-1310,,0.09415957,,,,,0.8996723,,,,,,,
MED-1311,,,,,0.99316806,,,,,,,,,
MED-1312,,,,,0.79852515,,0.19003366,,,,,,,
MED-1313,,,,,0.8565731,,,,,,,,0.13378783,
MED-1314,,,,,0.58813626,,0.02473373,,,,,,0.379105,
MED-1315,,,,,0.9930667,,,,,,,,,
MED-1316,,,,,0.9906067,,,,,,,,,
MED-1317,,0.061331708,,,0.93287444,,,,,,,,,
MED-1318,,0.9907131,,,,,,,,,,,,
MED-1319,,0.20009416,,,,0.14738068,0.6456284,,,,,,,
MED-1320,,0.8762695,,,,,0.11880325,,,,,,,
MED-1321,,,,,,0.78898954,0.20479575,,,,,,,
MED-1322,,0.9929632,,,,,,,,,,,,
MED-1323,,0.5681558,,,,,0.42451724,,,,,,,
MED-1324,,,,,,,0.9850089,,,,,,,
MED-1325,,,,,,,0.99089503,,,,,,,
MED-1326,,0.6071596,,,,,0.3866716,,,,,,,
MED-1327,,0.09424108,,,,,0.8995908,,,,,,,
MED-1328,,0.9421573,,,,0.052995645,,,,,,,,
MED-1329,,0.991556,,,,,,,,,,,,
MED-1330,,0.9908942,,,,,,,,,,,,
MED-1331,,0.26910752,,,,0.55287576,0.17073883,,,,,,,
MED-1332,,0.99363846,,,,,,,,,,,,
MED-1333,,0.4237902,,,0.389508,,0.18172504,,,,,,,
MED-1334,,0.20179214,,,,0.3724176,0.41929227,,,,,,,
MED-1335,,0.17087561,,,,,0.8229521,,,,,,,
MED-1336,,0.7581207,,,,,0.23608431,,,,,,,
MED-1337,,0.8672325,,0.014923347,,,0.11145368,,,,,,,
MED-1338,,0.9934119,,,,,,,,,,,,
MED-1339,,,,,,,0.99465716,,,,,,,
MED-1340,,0.9939294,,,,,,,,,,,,
MED-1341,,0.260666,,,,,0.7329789,,,,,,,
MED-1342,,,,,,,0.7758877,,,,,,0.21846884,
MED-1343,,0.20687306,,,,,0.5894824,,,,,,0.19857293,
MED-1344,,,,,,0.050899252,,,,,,,0.9421841,
MED-1345,,,,,,0.34899455,0.62900823,,,,,,,
MED-1346,,,,,,,0.7549439,,,,,,0.23531327,
MED-1347,,,,,,,0.79797715,,,,,,0.18902798,
MED-1348,,,,,,,0.7798527,,,,,,0.21849774,
MED-1349,,,,,,0.36554876,0.3580973,,,,,,0.26587108,
MED-1350,,,,,,0.07671277,0.08705493,,,,,,0.8313183,
MED-1351,,,,,,0.87067777,,,,,,0.123715594,,
MED-1352,,,,,0.34894824,0.22386616,,,,,,,0.42211288,
MED-1353,,,,,,0.361225,,,,,,,0.6273405,
MED-1354,,,,,,,0.9944701,,,,,,,
MED-1355,,,,,,,0.754937,,,,,,0.23532026,
MED-1356,,0.99279857,,,,,,,,,,,,
MED-1357,,,,,,,0.99456704,,,,,,,
MED-1358,,,,,,0.3921394,0.5852899,,,,,,,
MED-1359,,,,,,,0.99170506,,,,,,,
MED-1360,,,,,,,0.9939672,,,,,,,
MED-1361,,0.45656535,,,,,0.5371273,,,,,,,
MED-1362,,0.99147743,,,,,,,,,,,,
MED-1363,,,,,,,0.9897391,,,,,,,
MED-1364,,,,,,,0.8769792,,,,0.117065705,,,
MED-1365,,0.34382787,,,,,0.64931303,,,,,,,
MED-1366,,0.14296086,,,,0.14887689,0.694829,,,,,,,
MED-1367,,,,,0.07189338,,0.92184633,,,,,,,
MED-1368,,0.06745593,,,,0.22421658,0.6952254,,,,,,,
MED-1369,,0.61480176,,,,,0.38003325,,,,,,,
MED-1370,,0.15217566,,,,0.10155645,0.74073267,,,,,,,
MED-1371,,0.9195717,,,,,0.07226091,,,,,,,
MED-1372,,,,,,,0.99301416,,,,,,,
MED-1373,,,,,0.80193895,,0.19053814,,,,,,,
MED-1374,,0.06699818,,,,0.22437824,0.69552153,,,,,,,
MED-1375,,0.45658278,,,,,0.5371098,,,,,,,
MED-1376,,0.99345356,,,,,,,,,,,,
MED-1377,,0.53209054,,,,,0.46150735,,,,,,,
MED-1378,,,,,0.13692501,0.5908792,0.26553506,,,,,,,
MED-1379,,0.7629174,,,,,0.23116902,,,,,,,
MED-1380,,0.61482775,,,,,0.38000724,,,,,,,
MED-1381,,0.98979264,,,,,,,,,,,,
MED-1382,,0.6211374,,,,,0.37366596,,,,,,,
MED-1383,,,,,,,0.87696755,,,,0.11707734,,,
MED-1384,,,,,,,0.9930648,,,,,,,
MED-1385,,,,,,,0.9941568,,,,,,,
MED-1386,,0.27762902,,,,0.51259595,0.2023606,,,,,,,
MED-1387,,0.9918536,,,,,,,,,,,,
MED-1388,,0.9924478,,,,,,,,,,,,
MED-1389,,,,,,,0.9938477,,,,,,,
MED-1390,,0.34163815,,,,,0.65425956,,,,,,,
MED-1391,,0.081118055,,,,,0.9139239,,,,,,,
MED-1392,,0.28757063,,,,,0.70769167,,,,,,,
MED-1393,,,,,,,0.9930648,,,,,,,
MED-1394,,0.08111796,,,,,0.91392404,,,,,,,
MED-1395,,,,,,,0.9917797,,,,,,,
MED-1396,,,,,,,0.9927404,,,,,,,
MED-1397,,,,,0.24978594,0.014781598,0.7303613,,,,,,,
MED-1398,,0.25297627,,,,,0.7373889,,,,,,,
MED-1399,,0.28754824,,,,,0.707714,,,,,,,
MED-1400,,0.7476406,,,,,0.24600913,,,,,,,
MED-1401,,0.9925684,,,,,,,,,,,,
MED-1402,,0.45645738,,,,,0.5373739,,,,,,,
MED-1403,,0.90615773,,,,,0.08744395,,,,,,,
MED-1404,,0.40191397,,,,,0.5916869,,,,,,,
MED-1405,,0.4644227,,0.021389522,0.11656677,,0.3932906,,,,,,,
MED-1406,,0.60401845,,,,,0.3899858,,,,,,,
MED-1407,,,,,,0.18085763,0.40022975,,,,,0.4100744,,
MED-1408,,0.34647232,,,,,0.604121,,,,,,0.044021875,
MED-1409,,0.38952458,,,,,0.6003826,,,,,,,
MED-1410,,0.44917533,,,,,0.5441264,,,,,,,
MED-1411,,0.11681427,,,,,0.87701774,,,,,,,
MED-1412,,,,,,,0.9865275,,,,,,,
MED-1413,,,,,0.035989642,0.778615,0.1796575,,,,,,,
MED-1414,,,,,0.34207714,0.6353562,,,,,,,,
MED-1415,,,,,,,0.76479316,,0.22787338,,,,,
MED-1416,,0.07731203,,,0.11097864,0.2826199,0.51736605,,,,,,,
MED-1417,,,,0.7017947,,0.032780346,0.15814488,,0.10305151,,,,,
MED-1418,,,,,0.99250627,,,,,,,,,
MED-1419,,,,,0.43212387,,0.5611763,,,,,,,
MED-1420,,,,,0.13728623,0.779543,0.07721609,,,,,,,
MED-1421,,,,,0.21509431,,0.36881667,,0.41013223,,,,,
MED-1422,,0.58230734,,,,,0.3774909,,,,,,,0.035160802
MED-1423,,0.816903,,,,,0.17664786,,,,,,,
MED-1424,,,,,,0.98727447,,,,,,,,
MED-1425,,0.318794,,,,,0.67218083,,,,,,,
MED-1426,,,,,,,0.83634585,,0.15673542,,,,,
MED-1427,,,,,,0.7866041,0.1914002,,,,,,,
MED-1428,,,,,,0.47217053,0.5099571,,,,,,,
MED-1429,,,,,,0.45431045,0.53719634,,,,,,,
MED-1430,,,,,,,0.98824453,,,,,,,
MED-1431,,0.40032804,,,,,0.593876,,,,,,,
MED-1432,,,,,0.7251155,0.2635983,,,,,,,,
MED-1433,,0.2706313,,,0.31662285,0.26473856,0.14132936,,,,,,,
MED-1434,,,,,0.9919889,,,,,,,,,
MED-1435,,0.2805858,,,,0.4526895,0.26089844,,,,,,,
MED-1436,,,,,0.9917057,,,,,,,,,
MED-1437,,,,,0.67665076,0.3107345,,,,,,,,
MED-1438,,0.2547382,,,,,0.73780185,,,,,,,
MED-1439,,0.18498994,,,,0.43149668,0.3756461,,,,,,,
MED-1440,,,,,0.34978744,0.25953934,0.3827295,,,,,,,
MED-1441,,,,0.12574638,0.28488535,0.26543137,0.14226708,,0.17746301,,,,,
MED-1442,0.40959194,0.08668037,,,0.28977996,,0.20686857,,,,,,,
MED-1443,,,,,0.6699992,,0.32133275,,,,,,,
MED-1444,,,,,0.99031746,,,,,,,,,
MED-1445,,,,,,,0.9926867,,,,,,,
MED-1446,,0.6491305,,,,,0.3443739,,,,,,,
MED-1447,,,,,,,0.9928549,,,,,,,
MED-1448,,0.4221723,,,,0.21987143,0.34688213,,,,,,,
MED-1449,,,,,,0.769027,0.17385006,,,,,,,0.042818286
MED-1450,,,,,,,0.9922591,,,,,,,
MED-1451,,,,,,0.7643573,,,,,,0.2240488,,
MED-1452,,,,,0.99232304,,,,,,,,,
MED-1453,,,,,0.26716712,0.24826728,0.47473446,,,,,,,
MED-1454,,,,,,,0.9940462,,,,,,,
MED-1455,,,,,0.46137384,0.33606938,0.19484767,,,,,,,
MED-1456,,,,,0.021468809,,0.972533,,,,,,,
MED-1457,,,,,0.84287286,,0.14854729,,,,,,,
MED-1458,,,,,,,0.9933148,,,,,,,
MED-1459,,,,,0.9836998,,,,,,,,,
MED-1460,,,,,0.906828,,0.083850846,,,,,,,
MED-1461,,,,,0.035091758,,0.9593739,,,,,,,
MED-1462,,,,,0.99376583,,,,,,,,,
MED-1463,,,,,0.99232304,,,,,,,,,
MED-1464,,0.4640285,,,,,0.5294257,,,,,,,
MED-1465,,,,,,,0.9937218,,,,,,,
MED-1466,,,,,0.56671137,,0.4113005,,,,,,,
MED-1467,,,,,0.72480816,,0.2691493,,,,,,,
MED-1468,,0.34579158,,,0.49150932,,0.15603696,,,,,,,
MED-1469,,,,,0.99376583,,,,,,,,,
MED-1470,,,,,0.03834388,,0.95316416,,,,,,,
MED-1471,,,,,,,0.9928533,,,,,,,
MED-1472,,,,,0.20818824,,0.78331876,,,,,,,
MED-1473,,,,,0.35171783,,0.6418825,,,,,,,
MED-1474,,,,,0.99376583,,,,,,,,,
MED-1475,,,,,,,0.99170357,,,,,,,
MED-1476,,,,,,,0.13239843,,,,0.8514116,,,
MED-1477,,,,,,,0.99336326,,,,,,,
MED-1478,,,,,,0.66881835,0.32453158,,,,,,,
MED-1479,,,,,,0.99070835,,,,,,,,
MED-1480,,0.18220241,,,,,0.81260014,,,,,,,
MED-1481,,,,,,0.6529771,,,,,,,0.33681113,
MED-1482,,0.03320742,,,,,0.02956569,,,,,,,0.9303923
MED-1483,,,,,,,0.9956984,,,,,,,
MED-1484,,0.72364515,,,,,,,0.2693235,,,,,
MED-1485,,,,,,,0.99274045,,,,,,,
MED-1486,,0.1891858,,,,,0.5950344,,,,,,0.21028303,
MED-1487,,0.18217938,,,,,0.81262314,,,,,,,
MED-1488,,,,,,0.022159822,0.5614451,,,,,,0.4114189,
MED-1489,,,,,,,0.9927404,,,,,,,
MED-1490,,,,,,,0.99274045,,,,,,,
MED-1491,,,,,,,0.5713842,,0.4171757,,,,,
MED-1492,,,,,,,0.99359363,,,,,,,
MED-1493,,,,,0.07882293,0.7903888,0.12300453,,,,,,,
MED-1494,,,,0.051152885,,,0.9415195,,,,,,,
MED-1495,,,,,,0.33700863,0.65074,,,,,,,
MED-1496,,,,,0.22593386,0.7667972,,,,,,,,
MED-1497,,,,,0.15610391,0.75144523,,,,,,,0.08105743,
MED-1498,,0.2004061,,,,0.45751297,0.3314588,,,,,,,
MED-1499,,,,,0.8227191,,0.16552949,,,,,,,
MED-1500,,0.5331936,,,,,0.26835632,,,,,,0.19017538,
MED-1501,,0.40292206,,,,0.100861326,0.24713027,,,,,,0.24566717,
MED-1502,,,,,,0.71118176,0.27959734,,,,,,,
MED-1503,,,0.24214086,,,,0.7133662,,,,,,0.039516907,
MED-1504,,0.6805451,,,,,0.16694486,,,,,,0.13887456,
MED-1505,,,,,,0.42339447,0.56873935,,,,,,,
MED-1506,,,,,,0.6125434,0.3774846,,,,,,,
MED-1507,,,,,0.1895917,,0.8030181,,,,,,,
MED-1508,,0.94278944,,,,,0.049689777,,,,,,,
MED-1509,,0.7306997,,,,,0.26190856,,,,,,,
MED-1510,,,,,,,0.8509776,,,,,,,0.13959292
MED-1511,,0.3302992,,,,,0.66420215,,,,,,,
MED-1512,,,,,0.09428666,,0.900033,,,,,,,
MED-1513,,0.3653572,,,,,0.61469644,,,,,,,
MED-1514,,,,,,,0.9931167,,,,,,,
MED-1515,,,,,,,0.85699284,,,0.13442677,,,,
MED-1516,,,,,0.60484385,,0.38829297,,,,,,,
MED-1517,,,,,,,0.9933637,,,,,,,
MED-1518,,,0.1109834,,,,0.8830593,,,,,,,
MED-1519,,,,0.14288378,,,0.8420611,,,,,,,
MED-1520,,,,,0.0424173,,0.9509283,,,,,,,
MED-1521,,,,,0.0739183,,0.9196753,,,,,,,
MED-1522,,,,,,,0.81773096,,,0.1774767,,,,
MED-1523,,,,,0.2687236,,,,,,,,0.71085334,
MED-1524,,,,,,,0.38851666,,0.5982725,,,,,
MED-1525,,,,,,,0.25780535,,,,,,0.73432386,
MED-1526,,,,,,,0.9903188,,,,,,,
MED-1527,,0.9938084,,,,,,,,,,,,
MED-1528,,0.19883783,,,,0.08109695,0.7113314,,,,,,,
MED-1529,,0.626836,,,,,0.3655091,,,,,,,
MED-1530,,0.9905216,,,,,,,,,,,,
MED-1531,,0.9938068,,,,,,,,,,,,
MED-1532,,0.99250615,,,,,,,,,,,,
MED-1533,,,,,,,0.96286535,,,,,0.030216847,,
MED-1534,,,,,,0.18859532,0.80227745,,,,,,,
MED-1535,,,,,,,0.99212927,,,,,,,
MED-1536,,0.018462578,,,,,0.9762117,,,,,,,
MED-1537,,,,,,,0.9919235,,,,,,,
MED-1538,,,,,,,0.9921269,,,,,,,
MED-1539,,0.77664185,,,,,0.21665964,,,,,,,
MED-1540,,0.5674587,,,,,0.42379138,,,,,,,
MED-1541,,0.98691964,,,,,,,,,,,,
MED-1542,,0.57762676,,,,,0.41650102,,,,,,,
MED-1543,,,,,,,0.99163085,,,,,,,
MED-1544,,0.059892204,,,,0.6783428,,,,,,0.25084254,,
MED-1545,,0.52906805,,,,0.21387893,0.25003192,,,,,,,
MED-1546,,0.71850795,,,,,0.2745214,,,,,,,
MED-1547,,,,,,0.15175624,0.8417913,,,,,,,
MED-1548,,0.14811705,,,,0.5522235,0.29387963,,,,,,,
MED-1549,,,,,,,0.99212617,,,,,,,
MED-1550,,0.9947219,,,,,,,,,,,,
MED-1551,,,,,,,0.98761284,,,,,,,
MED-1552,,,,,,,0.99232304,,,,,,,
MED-1553,,,,,,0.7784227,0.21604382,,,,,,,
MED-1554,,0.18578632,,,,,0.80994606,,,,,,,
MED-1555,,0.6940628,,,,,0.28643966,,,,,,,
MED-1556,,0.70035833,,,,,0.29123583,,,,,,,
MED-1557,,0.69147885,,,,,0.300727,,,,,,,
MED-1558,,,,,,0.54407185,0.44962373,,,,,,,
MED-1559,,0.65553945,,0.11530704,,,0.22361863,,,,,,,
MED-1560,,0.99345624,,,,,,,,,,,,
MED-1561,,0.99312055,,,,,,,,,,,,
MED-1562,,0.8055971,,,0.056338266,,0.12952152,,,,,,,
MED-1563,,0.8504058,,,,,0.14126977,,,,,,,
MED-1564,,0.7295636,,0.26486847,,,,,,,,,,
MED-1565,,0.5501692,,0.2589898,,,0.18589789,,,,,,,
MED-1566,,0.6865548,,0.18993692,,,0.11816143,,,,,,,
MED-1567,,0.99274206,,,,,,,,,,,,
MED-1568,0.41287214,,,,0.23271199,0.16328636,,,0.17180516,,,,,
MED-1569,,,,,,0.6979869,,,,,,,,0.27818528
MED-1570,0.50595176,,,,0.019165743,0.3674599,,,0.1040823,,,,,
MED-1571,,0.29004562,,,,,,,,,,,,0.6904617
MED-1572,,,,,,0.2269938,,,0.39231876,,,,,0.3685914
MED-1573,,0.49108586,,,,,,,,,,,,0.50377935
MED-1574,,,,,0.29319835,0.63180095,,,0.070206806,,,,,
MED-1575,,,,,0.5268345,,0.022860901,,,,0.4462308,,,
MED-1576,,0.3628682,,,,,0.6313757,,,,,,,
MED-1577,,0.16307065,,,,0.7735133,,,,,,,0.05522473,
MED-1578,,,,,0.11034977,0.8819923,,,,,,,,
MED-1579,,,,,0.3400215,0.38423705,,,,,,,0.2670073,
MED-1580,,,,,0.8435317,,,,0.15067202,,,,,
MED-1581,,,,,,0.98727447,,,,,,,,
MED-1582,,0.95962346,,,,,0.034118593,,,,,,,
MED-1583,,0.45833802,,,0.3294332,0.11655459,,,0.089175515,,,,,
MED-1584,,0.87963825,,,,,,,,,,,0.11142153,
MED-1585,,0.984764,,,,,,,,,,,,
MED-1586,,0.6135447,,,,0.10304183,,,,,,,0.27538925,
MED-1587,,0.6033188,,,0.08031724,,0.3068906,,,,,,,
MED-1588,,0.9357024,,,0.055799294,,,,,,,,,
MED-1589,,0.10899229,,,,0.12137391,,,0.76207376,,,,,
MED-1590,,,,,,0.49624842,,,0.49377865,,,,,
MED-1591,,0.45879757,,,0.33091715,0.1146421,,,0.089144446,,,,,
MED-1592,,,,,,,,,0.9890693,,,,,
MED-1593,,0.30908778,,,,,0.6846509,,,,,,,
MED-1594,,,,,0.2759326,,,,0.7161267,,,,,
MED-1595,,0.109002404,,,,0.121425875,,,0.76201165,,,,,
MED-1596,,,,,,0.49621078,,,0.49381623,,,,,
MED-1597,,0.23012592,,,,,0.37011117,,0.17567836,,,0.22038206,,
MED-1598,,0.29904562,,,0.42744645,0.26856244,,,,,,,,
MED-1599,,0.50779706,,,,0.03994827,,,0.44667867,,,,,
MED-1600,,,,,,0.8686438,,,0.07224957,,0.047714364,,,
MED-1601,,,,,,0.6774395,,,0.249988,,0.06454994,,,
MED-1602,,0.8091838,,,0.12559387,,,,,,0.057877358,,,
